,OBJECTID,FeatureKey,LayerKey,DistributionType,LayerGroupKey,LayerName,MetadataKey,PortalUrl,ObjectReferences,SpeciesDepthMaximum,Alert,SpeciesCode,AccuracyExplanation,SpeciesCommonName,ScientificContact,SpeciesScientificName,ObjectSecurity,SpeciesMaoriName,TemporalExtent,Keywords,ObjectName,PositionalAccuracy,AlertWarning,EndangeredStatus,SpeciesDepthMinimum,SpeciesGroup,HabitatType,LayerIdentifier,SHAPE.STArea(),SHAPE.STLength()
0,325,1212,940,3,4002,Elephant Fish - Annual Spawning Distribution,484,https://mpi.maps.arcgis.com/home/item.html?id=4b35934c17b84ec4a3af9b06bface7a9,,30 m,N,ELE,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Elephantfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Callorhinchus milii (Bory de St Vincent, 1825)",None,Makorepe,Annual,100%,Porirua Harbour,100 km,None,Not threatened,0 m,Elephantfish,Demersal inshore,FSJ0281_1,60209459.154296875,30233.546468988916
0,404,826,940,3,4002,Elephant Fish - Annual Spawning Distribution,484,https://mpi.maps.arcgis.com/home/item.html?id=4b35934c17b84ec4a3af9b06bface7a9,,30 m,N,ELE,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Elephantfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Callorhinchus milii (Bory de St Vincent, 1825)",None,Makorepe,Annual,100%,South Island west coast,100 km,None,Not threatened,0 m,Elephantfish,Demersal inshore,FSJ0281_1,5397514458.349609,1025980.036007611
0,462,938,940,3,4002,Elephant Fish - Annual Spawning Distribution,484,https://mpi.maps.arcgis.com/home/item.html?id=4b35934c17b84ec4a3af9b06bface7a9,,30 m,N,ELE,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Elephantfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Callorhinchus milii (Bory de St Vincent, 1825)",None,Makorepe,Annual,100%,Otago,100 km,None,Not threatened,0 m,Elephantfish,Demersal inshore,FSJ0281_1,634495226.75,105038.66632886017
0,476,825,940,3,4002,Elephant Fish - Annual Spawning Distribution,484,https://mpi.maps.arcgis.com/home/item.html?id=4b35934c17b84ec4a3af9b06bface7a9,,30 m,N,ELE,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Elephantfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Callorhinchus milii (Bory de St Vincent, 1825)",None,Makorepe,Annual,100%,Southland,100 km,None,Not threatened,0 m,Elephantfish,Demersal inshore,FSJ0281_1,2187369596.4160156,292916.63609787636
0,489,1131,940,3,4002,Elephant Fish - Annual Spawning Distribution,484,https://mpi.maps.arcgis.com/home/item.html?id=4b35934c17b84ec4a3af9b06bface7a9,,30 m,N,ELE,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Elephantfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Callorhinchus milii (Bory de St Vincent, 1825)",None,Makorepe,Annual,100%,North Canterbury,100 km,None,Not threatened,0 m,Elephantfish,Demersal inshore,FSJ0281_1,1475758647.7363281,206268.90537344432
0,672,1263,940,3,4002,Elephant Fish - Annual Spawning Distribution,484,https://mpi.maps.arcgis.com/home/item.html?id=4b35934c17b84ec4a3af9b06bface7a9,,30 m,N,ELE,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Elephantfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Callorhinchus milii (Bory de St Vincent, 1825)",None,Makorepe,Annual,100%,Wellington Harbour,100 km,None,Not threatened,0 m,Elephantfish,Demersal inshore,FSJ0281_1,167202706.00585938,50263.13765010463
0,842,175,940,3,4002,Elephant Fish - Annual Spawning Distribution,484,https://mpi.maps.arcgis.com/home/item.html?id=4b35934c17b84ec4a3af9b06bface7a9,,30 m,N,ELE,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Elephantfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Callorhinchus milii (Bory de St Vincent, 1825)",None,Makorepe,Annual,100%,North Island east coast,100 km,None,Not threatened,0 m,Elephantfish,Demersal inshore,FSJ0281_1,404836514.8613281,104492.41892106632
0,904,658,939,1,4002,Elephant Fish - Annual Spawning Distribution,484,https://mpi.maps.arcgis.com/home/item.html?id=4b35934c17b84ec4a3af9b06bface7a9,,30 m,N,ELE,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Elephantfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Callorhinchus milii (Bory de St Vincent, 1825)",None,Makorepe,Annual,Hotspot,South Canterbury,100 km,None,Not threatened,0 m,Elephantfish,Demersal inshore,FSJ0281_1,3283841323.1152344,350007.49002551194
0,1064,511,939,1,4002,Elephant Fish - Annual Spawning Distribution,484,https://mpi.maps.arcgis.com/home/item.html?id=4b35934c17b84ec4a3af9b06bface7a9,,30 m,N,ELE,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Elephantfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Callorhinchus milii (Bory de St Vincent, 1825)",None,Makorepe,Annual,Hotspot,North Canterbury,100 km,None,Not threatened,0 m,Elephantfish,Demersal inshore,FSJ0281_1,1457073784.2597656,206388.01820664332
0,1216,275,939,1,4002,Elephant Fish - Annual Spawning Distribution,484,https://mpi.maps.arcgis.com/home/item.html?id=4b35934c17b84ec4a3af9b06bface7a9,,30 m,N,ELE,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Elephantfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Callorhinchus milii (Bory de St Vincent, 1825)",None,Makorepe,Annual,Hotspot,Marlborough,100 km,None,Not threatened,0 m,Elephantfish,Demersal inshore,FSJ0280_1,832957518.9863281,140043.0938700925
0,112,1490,942,3,4505,Frostfish - Annual Juvenile Distribution,615,https://mpi.maps.arcgis.com/home/item.html?id=8885e50a7f604428a941459e8f317b12,,500 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,,100 km,None,Not threatened,10 m,Frostfish,Demersal/pelagic,FSJ0291_2,8935573235.71289,709887.6601834107
0,209,1487,942,3,4505,Frostfish - Annual Juvenile Distribution,615,https://mpi.maps.arcgis.com/home/item.html?id=8885e50a7f604428a941459e8f317b12,,500 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,,100 km,None,Not threatened,10 m,Frostfish,Demersal/pelagic,FSJ0291_2,2695785291.8320312,217364.69347313954
0,345,1491,942,3,4505,Frostfish - Annual Juvenile Distribution,615,https://mpi.maps.arcgis.com/home/item.html?id=8885e50a7f604428a941459e8f317b12,,500 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,,100 km,None,Not threatened,10 m,Frostfish,Demersal/pelagic,FSJ0291_2,41532805581.572266,1365133.239341659
0,464,1494,942,3,4505,Frostfish - Annual Juvenile Distribution,615,https://mpi.maps.arcgis.com/home/item.html?id=8885e50a7f604428a941459e8f317b12,,500 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,,100 km,None,Not threatened,10 m,Frostfish,Demersal/pelagic,FSJ0291_2,695937247.1152344,101390.03386302674
0,634,1492,942,3,4505,Frostfish - Annual Juvenile Distribution,615,https://mpi.maps.arcgis.com/home/item.html?id=8885e50a7f604428a941459e8f317b12,,500 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,,100 km,None,Not threatened,10 m,Frostfish,Demersal/pelagic,FSJ0291_2,19962750473.859375,1043788.9418521111
0,720,1488,942,3,4505,Frostfish - Annual Juvenile Distribution,615,https://mpi.maps.arcgis.com/home/item.html?id=8885e50a7f604428a941459e8f317b12,,500 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,,100 km,None,Not threatened,10 m,Frostfish,Demersal/pelagic,FSJ0291_2,2749599650.919922,323096.09588463913
0,728,1493,942,3,4505,Frostfish - Annual Juvenile Distribution,615,https://mpi.maps.arcgis.com/home/item.html?id=8885e50a7f604428a941459e8f317b12,,500 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,,100 km,None,Not threatened,10 m,Frostfish,Demersal/pelagic,FSJ0291_2,2202939515.984375,177676.9746570044
0,829,1489,942,3,4505,Frostfish - Annual Juvenile Distribution,615,https://mpi.maps.arcgis.com/home/item.html?id=8885e50a7f604428a941459e8f317b12,,500 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,,100 km,None,Not threatened,10 m,Frostfish,Demersal/pelagic,FSJ0291_2,7980017487.3828125,524827.0527314999
0,1221,278,941,1,4505,Frostfish - Annual Juvenile Distribution,615,https://mpi.maps.arcgis.com/home/item.html?id=8885e50a7f604428a941459e8f317b12,,500 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,Hotspot,West Coast,100 km,None,Not threatened,10 m,Frostfish,Demersal/pelagic,FSJ0290_1,1428294903.5390625,141343.53659660835
0,1225,512,941,1,4505,Frostfish - Annual Juvenile Distribution,615,https://mpi.maps.arcgis.com/home/item.html?id=8885e50a7f604428a941459e8f317b12,,500 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,Hotspot,Bay of Plenty,100 km,None,Not threatened,10 m,Frostfish,Demersal/pelagic,FSJ0290_1,733292793.8789062,98399.64438982
0,123,232,944,3,4004,Frostfish - Annual Spawning Distribution,574,https://mpi.maps.arcgis.com/home/item.html?id=518c595f1340478e8622cf6946ea7e36,,700 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,North Island west coast,100 km,None,Not threatened,80 m,Frostfish,Demersal/pelagic,FSJ0301_1,4116238295.7421875,393355.85694891954
0,175,331,944,3,4004,Frostfish - Annual Spawning Distribution,574,https://mpi.maps.arcgis.com/home/item.html?id=518c595f1340478e8622cf6946ea7e36,,700 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,Chatham Rise,100 km,None,Not threatened,80 m,Frostfish,Demersal/pelagic,FSJ0301_1,2627119990.1308594,203859.75650048285
0,178,442,944,3,4004,Frostfish - Annual Spawning Distribution,574,https://mpi.maps.arcgis.com/home/item.html?id=518c595f1340478e8622cf6946ea7e36,,700 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,Cook Strait,100 km,None,Not threatened,80 m,Frostfish,Demersal/pelagic,FSJ0301_1,1317428787.5625,137033.51672280265
0,267,233,944,3,4004,Frostfish - Annual Spawning Distribution,574,https://mpi.maps.arcgis.com/home/item.html?id=518c595f1340478e8622cf6946ea7e36,,700 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,South Island south coast,100 km,None,Not threatened,80 m,Frostfish,Demersal/pelagic,FSJ0301_1,3108729648.2128906,248993.53937274008
0,335,355,944,3,4004,Frostfish - Annual Spawning Distribution,574,https://mpi.maps.arcgis.com/home/item.html?id=518c595f1340478e8622cf6946ea7e36,,700 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,South Island west coast,100 km,None,Not threatened,80 m,Frostfish,Demersal/pelagic,FSJ0301_1,17644832458.435547,884941.9129620017
0,685,231,944,3,4004,Frostfish - Annual Spawning Distribution,574,https://mpi.maps.arcgis.com/home/item.html?id=518c595f1340478e8622cf6946ea7e36,,700 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,Chatham,100 km,None,Not threatened,80 m,Frostfish,Demersal/pelagic,FSJ0301_1,5360909544.525391,345618.91447427555
0,696,356,944,3,4004,Frostfish - Annual Spawning Distribution,574,https://mpi.maps.arcgis.com/home/item.html?id=518c595f1340478e8622cf6946ea7e36,,700 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,100%,North Island east coast,100 km,None,Not threatened,80 m,Frostfish,Demersal/pelagic,FSJ0301_1,9349377061.521484,841942.9517875358
0,1184,354,943,1,4004,Frostfish - Annual Spawning Distribution,574,https://mpi.maps.arcgis.com/home/item.html?id=518c595f1340478e8622cf6946ea7e36,,700 m,N,FRO,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Frostfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Lepidopus caudatus (Euphrasen, 1788)",None,Para,Annual,Hotspot,South Island west coast,100 km,None,Not threatened,80 m,Frostfish,Demersal/pelagic,FSJ0300_1,4781676219.931641,325266.4894901049
0,45,1078,946,3,4506,Gemfish - Annual Juvenile Distribution,461,https://mpi.maps.arcgis.com/home/item.html?id=1adf69f5c35c4f458ece8789e01bf31d,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,Bay of Plenty,100 km,None,Not threatened,0 m,Gemfish,Demersal offshore,FSJ0311_1,20092268689.23828,937513.5590721605
0,57,1079,946,3,4506,Gemfish - Annual Juvenile Distribution,461,https://mpi.maps.arcgis.com/home/item.html?id=1adf69f5c35c4f458ece8789e01bf31d,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,East coast North Island,100 km,None,Not threatened,0 m,Gemfish,Demersal offshore,FSJ0311_1,26480803408.564453,1227787.7939510737
0,248,1076,946,3,4506,Gemfish - Annual Juvenile Distribution,461,https://mpi.maps.arcgis.com/home/item.html?id=1adf69f5c35c4f458ece8789e01bf31d,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,Campbell Plateau,100 km,None,Not threatened,0 m,Gemfish,Demersal offshore,FSJ0311_1,2632107617.376953,189592.14625789743
0,420,1081,946,3,4506,Gemfish - Annual Juvenile Distribution,461,https://mpi.maps.arcgis.com/home/item.html?id=1adf69f5c35c4f458ece8789e01bf31d,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,East coast South Island,100 km,None,Not threatened,0 m,Gemfish,Demersal offshore,FSJ0311_1,95700020166.43164,2937240.8425831166
0,710,1077,946,3,4506,Gemfish - Annual Juvenile Distribution,461,https://mpi.maps.arcgis.com/home/item.html?id=1adf69f5c35c4f458ece8789e01bf31d,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,Challenger Plateau,100 km,None,Not threatened,0 m,Gemfish,Demersal offshore,FSJ0311_1,12722574353.68164,465705.3986222192
0,779,1080,946,3,4506,Gemfish - Annual Juvenile Distribution,461,https://mpi.maps.arcgis.com/home/item.html?id=1adf69f5c35c4f458ece8789e01bf31d,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,West new Zealand,100 km,None,Not threatened,0 m,Gemfish,Demersal offshore,FSJ0311_1,73973169954.12695,2517181.6766030276
0,1066,1024,945,1,4506,Gemfish - Annual Juvenile Distribution,461,https://mpi.maps.arcgis.com/home/item.html?id=1adf69f5c35c4f458ece8789e01bf31d,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,Hotspot,East North Island,100 km,None,Not threatened,0 m,Gemfish,Demersal offshore,FSJ0310_1,25646777422.390625,1135212.1014598054
0,1141,1020,945,1,4506,Gemfish - Annual Juvenile Distribution,461,https://mpi.maps.arcgis.com/home/item.html?id=1adf69f5c35c4f458ece8789e01bf31d,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,Hotspot,Fiordland,100 km,None,Not threatened,0 m,Gemfish,Demersal offshore,FSJ0310_1,7543309348.767578,353366.9951086628
0,1144,1021,945,1,4506,Gemfish - Annual Juvenile Distribution,461,https://mpi.maps.arcgis.com/home/item.html?id=1adf69f5c35c4f458ece8789e01bf31d,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,Hotspot,Campbell Plateau,100 km,None,Not threatened,0 m,Gemfish,Demersal offshore,FSJ0310_1,16435198168.941406,1241279.3393083103
0,1190,1022,945,1,4506,Gemfish - Annual Juvenile Distribution,461,https://mpi.maps.arcgis.com/home/item.html?id=1adf69f5c35c4f458ece8789e01bf31d,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,Hotspot,Bay of Plenty,100 km,None,Not threatened,0 m,Gemfish,Demersal offshore,FSJ0310_1,14197022905.242188,776160.5410982297
0,1282,1023,945,1,4506,Gemfish - Annual Juvenile Distribution,461,https://mpi.maps.arcgis.com/home/item.html?id=1adf69f5c35c4f458ece8789e01bf31d,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,Hotspot,West New Zealand,100 km,None,Not threatened,0 m,Gemfish,Demersal offshore,FSJ0310_1,24359909971.88672,1061979.5180575075
0,70,1295,947,3,4005,Gemfish - Annual Spawning Distribution,575,https://mpi.maps.arcgis.com/home/item.html?id=dca7dff7f0b249daae52592b38cdece5,,500 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,West Coast,100 km,None,Not threatened,100 m,Gemfish,Demersal offshore,FSJ0321_1,13129218965.074219,693579.1857620237
0,79,1418,947,3,4005,Gemfish - Annual Spawning Distribution,575,https://mpi.maps.arcgis.com/home/item.html?id=dca7dff7f0b249daae52592b38cdece5,,500 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,Campbell Plateau,100 km,None,Not threatened,100 m,Gemfish,Demersal offshore,FSJ0321_1,2526728096.4726562,364862.4892495024
0,181,1417,947,3,4005,Gemfish - Annual Spawning Distribution,575,https://mpi.maps.arcgis.com/home/item.html?id=dca7dff7f0b249daae52592b38cdece5,,500 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,North Island South East Coast,100 km,None,Not threatened,100 m,Gemfish,Demersal offshore,FSJ0321_1,10140849018.498047,658182.7612479603
0,357,357,947,3,4005,Gemfish - Annual Spawning Distribution,575,https://mpi.maps.arcgis.com/home/item.html?id=dca7dff7f0b249daae52592b38cdece5,,500 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,Southland,100 km,None,Not threatened,100 m,Gemfish,Demersal offshore,FSJ0321_1,1136876775.6660156,140777.38731695138
0,526,467,947,3,4005,Gemfish - Annual Spawning Distribution,575,https://mpi.maps.arcgis.com/home/item.html?id=dca7dff7f0b249daae52592b38cdece5,,500 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,Canterbury,100 km,None,Not threatened,100 m,Gemfish,Demersal offshore,FSJ0321_1,823447021.1796875,122902.49294561303
0,640,1296,947,3,4005,Gemfish - Annual Spawning Distribution,575,https://mpi.maps.arcgis.com/home/item.html?id=dca7dff7f0b249daae52592b38cdece5,,500 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,North Island North East Coast,100 km,None,Not threatened,100 m,Gemfish,Demersal offshore,FSJ0321_1,10065457722.966797,619771.2753937821
0,695,676,947,3,4005,Gemfish - Annual Spawning Distribution,575,https://mpi.maps.arcgis.com/home/item.html?id=dca7dff7f0b249daae52592b38cdece5,,500 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,Stewart Island,100 km,None,Not threatened,100 m,Gemfish,Demersal offshore,FSJ0321_1,525109963.5859375,87559.56456156223
0,712,135,947,3,4005,Gemfish - Annual Spawning Distribution,575,https://mpi.maps.arcgis.com/home/item.html?id=dca7dff7f0b249daae52592b38cdece5,,500 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Annual,100%,Southland,100 km,None,Not threatened,100 m,Gemfish,Demersal offshore,FSJ0321_1,1317254939.4277344,143253.52280006642
0,71,805,1084,3,4507,Gemfish - Autumn Juvenile Distribution,479,https://mpi.maps.arcgis.com/home/item.html?id=a75d4c19d00f4e789648824d446ce97b,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Autumn,100%,East Cape,100 km,None,Not threatened,50 m,Gemfish,Demersal offshore,FSJ1471_1,4309769945.066406,252581.44577057406
0,373,496,1084,3,4507,Gemfish - Autumn Juvenile Distribution,479,https://mpi.maps.arcgis.com/home/item.html?id=a75d4c19d00f4e789648824d446ce97b,,700 m,N,SKI,The mapped object is a scientific interpretation of data and is considered accurate to ±15%,Gemfish,"General Manager Biodiversity, Biosecurity and Information Services, NIWA, Private Bag 14-901, Wellington. Phone (04) 386 0300","Rexea solandri (Cuvier, 1832)",None,Tikati,Autumn,100%,East Coast South Island,100 km,None,Not threatened,50 m,Gemfish,Demersal offshore,FSJ1471_1,18977855512.890625,740986.3602539802
